seed_id,category,summary,best_variant,worst_variant,original_headline,original_rationale,original_clickbait_penalty,original_faithfulness,original_clarity,original_specificity,original_attractiveness,original_non_clickbait,original_overall,zero_shot_headline,zero_shot_rationale,zero_shot_clickbait_penalty,zero_shot_faithfulness,zero_shot_clarity,zero_shot_specificity,zero_shot_attractiveness,zero_shot_non_clickbait,zero_shot_overall,optimized_headline,optimized_rationale,optimized_clickbait_penalty,optimized_faithfulness,optimized_clarity,optimized_specificity,optimized_attractiveness,optimized_non_clickbait,optimized_overall,agentic_selected_headline,agentic_selected_rationale,agentic_selected_clickbait_penalty,agentic_selected_faithfulness,agentic_selected_clarity,agentic_selected_specificity,agentic_selected_attractiveness,agentic_selected_non_clickbait,agentic_selected_overall,zero_shot_local_final_score,zero_shot_local_quality_reward,zero_shot_local_pairwise_reward,zero_shot_local_pred_faithfulness,zero_shot_local_pred_clarity,zero_shot_local_pred_specificity,zero_shot_local_pred_overall,optimized_local_final_score,optimized_local_quality_reward,optimized_local_pairwise_reward,optimized_local_pred_faithfulness,optimized_local_pred_clarity,optimized_local_pred_specificity,optimized_local_pred_overall,agentic_selected_local_final_score,agentic_selected_local_quality_reward,agentic_selected_local_pairwise_reward,agentic_selected_local_pred_faithfulness,agentic_selected_local_pred_clarity,agentic_selected_local_pred_specificity,agentic_selected_local_pred_overall,agentic_vs_zero_overall_delta,agentic_vs_optimized_overall_delta,agentic_vs_zero_faithfulness_delta,agentic_vs_zero_clarity_delta,agentic_vs_zero_specificity_delta,agentic_vs_zero_attractiveness_delta,agentic_vs_zero_non_clickbait_delta,agentic_vs_zero_local_delta,agentic_vs_optimized_local_delta,case_type,agentic_loss_dimensions_vs_zero
46,foodanddrink,"Eat the Frog Fitness and MOOYAH Burgers, Fries & Shakes are headed for Hill Center Brentwood.",zero_shot,original,2 more business openings on tap at Hill Center Brentwood,Vague about which businesses are opening.,8.9972884e-05,3,4,2,3,4,3,Eat the Frog Fitness and MOOYAH Burgers to Open at Hill Center Brentwood,"Clear and specific, mentions both businesses.",0.00037937533,5,5,5,4,5,5,Eat the Frog Fitness and MOOYAH Burgers to Open at Hill Center Brentwood,"Identical to zero_shot, equally effective.",0.00037937533,5,5,5,4,5,5,Eat the Frog Fitness and MOOYAH to Open in Hill Center Brentwood,"Very similar to others, still clear and specific.",0.00026051857,5,5,5,4,5,5,6.5950623,4.7196503,0.9708569,4.869565,4.8769255,4.7471604,4.7993045,6.5950623,4.7196503,0.9708569,4.869565,4.8769255,4.7471604,4.7993045,6.5473733,4.7151427,0.8663261,4.868863,4.8802567,4.733155,4.788739,0,0,0,0,0,0,0,-0.04768900000000009,-0.04768900000000009,tie_or_mixed,
47,news,"LEBANON, Pa. -There's an unrepaired sinkhole in a Lebanon neighborhood and it's causing more problems than one. The location of it has people playing the blame game and now it's all falling back on one person. The hole on Elm Street is causing a whole lot of problems for Debbie Carpenter of Lebanon. ""I'm very stressed,"" Carpenter said. ""I'm very upset about this whole thing. I just want it to ...",zero_shot,original,"City, resident at odds over sinkhole repair in Lebanon",Mentions the city and a resident but lacks detail about the sinkhole's location affecting one specific person.,6.137994e-05,4,4,3,3,4,3,Unrepaired sinkhole in Lebanon causes stress for resident Debbie Carpenter,"Fully accurate, clear, and specific with the resident's name and highlights stress caused.",8.932404e-05,5,5,5,4,5,5,Unrepaired sinkhole in Lebanon causes stress for resident Debbie Carpenter,Identical to zero_shot; accurate and specific.,8.932404e-05,5,5,5,4,5,5,Unrepaired Sinkhole on Elm Street Causes Stress for Local Resident,"Highlights location on Elm Street, good specificity but less detail on resident's emotional state.",0.00014846938,5,5,4,4,5,4,6.596462,4.7095838,1.0000964,4.871096,4.8859186,4.7231927,4.790562,6.596462,4.7095838,1.0000964,4.871096,4.8859186,4.7231927,4.790562,6.541472,4.6917667,0.92613184,4.861163,4.888007,4.674019,4.763093,-1,-1,0,0,-1,0,0,-0.054990000000000094,-0.054990000000000094,zero_shot_beats_agentic,specificity
48,travel,"A fading piece of Americana, bobwhite quail are iconic in Texas. The tradition of hunting them with friends and family is a social experience that can be second to none. ""Once people do it and experience it, it's something they'll never forget. The first flush of wild quail, how your heart jumps in your throat you feel like you're about to have a heart attack,"" said Robert Perez, upland game bird program leader for the Texas Parks and Wildlife...",zero_shot,original,Texas quail rebounding after a dismal 2018,The headline mentions a recovery but lacks emotional context about the hunting experience.,0.00012736641,3,4,3,3,4,3,Hunting bobwhite quail remains a cherished tradition in Texas,Accurately reflects the significance of quail hunting traditions and is engaging without being manipulative.,0.49349636,5,5,5,4,5,5,Hunting bobwhite quail remains a cherished tradition in Texas,Identical to zero_shot; effectively communicates the cherished tradition.,0.49349636,5,5,5,4,5,5,Texas Parks and Wildlife Highlights Bobwhite Quail Hunting Experience,Highlights Texas Parks and Wildlife but lacks the personal and emotional touch of the hunting experience.,0.000103086095,4,4,4,4,4,4,5.9487634,4.5844193,0.45559114,4.776138,4.844921,4.4186406,4.6169615,5.9487634,4.5844193,0.45559114,4.776138,4.844921,4.4186406,4.6169615,6.379622,4.6363716,0.7091484,4.82013,4.862571,4.56825,4.677417,-1,-1,-1,-1,-1,0,-1,0.43085860000000054,0.43085860000000054,local_reward_overestimates_agentic,"faithfulness, clarity, specificity, non_clickbait"
49,health,"Most machines you find at the gym are engineered to train specific muscles, but what if you only have 20, 30 minutes?",zero_shot,original,You Asked: What's the Most Effective Machine to Use at the Gym?,The headline is engaging but lacks specificity regarding the time constraint and focuses more on a question than a direct claim.,0.9973354,3,4,2,3,4,3,Maximizing Gym Workouts in 20 to 30 Minutes for Targeted Muscle Training,"Directly addresses the workout duration and muscle training aspect, making it clear and specific.",0.00047140912,4,5,4,4,5,4,Maximizing Gym Workouts in 20 to 30 Minutes for Targeted Muscle Training,Same as zero_shot; it effectively conveys the main idea and encourages reader interest.,0.00047140912,4,5,4,4,5,4,Maximizing Gym Time: Effective Workouts in 20 to 30 Minutes,Communicates the focus on maximizing workout time but is slightly less specific on target muscle training.,0.00041402454,4,5,3,4,5,4,6.2750816,4.667979,0.3871842,4.8204083,4.8729286,4.5805435,4.7268085,6.2750816,4.667979,0.3871842,4.8204083,4.8729286,4.5805435,4.7268085,5.748752,4.3339577,0.30200213,4.5217695,4.723272,3.8355749,4.2563634,0,0,0,0,-1,0,0,-0.5263296000000004,-0.5263296000000004,tie_or_mixed,specificity
50,foodanddrink,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,zero_shot,original,Critically Acclaimed Southlake Restaurant Raided By Police,"Misleading as it suggests a specific restaurant was raided, while the summary refers to a massage parlor.",0.00042855594,2,3,2,3,3,2,Vice Officers Raid Building Linked to Design District Massage Parlor,Accurately reflects the summary details regarding the raid.,8.189972e-05,5,5,5,4,5,5,Vice Officers Raid Building Linked to Design District Massage Parlor,Same as zero_shot; accurately represents the event without adding unsupported claims.,8.189972e-05,5,5,5,4,5,5,Vice Officers Raid Building Linked to Design District Massage Parlor,Same as zero_shot; directly reflects the content of the summary.,8.189972e-05,5,5,5,4,5,5,6.6213956,4.708873,1.0557768,4.8693085,4.870652,4.74751,4.80634,6.6213956,4.708873,1.0557768,4.8693085,4.870652,4.74751,4.80634,6.6213956,4.708873,1.0557768,4.8693085,4.870652,4.74751,4.80634,0,0,0,0,0,0,0,0.0,0.0,tie_or_mixed,
51,news,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",zero_shot,agentic_selected,Trudeau's Liberals take early lead after first Canadian polls close,"Clearly states the lead of the Liberals after polls, but lacks mention of scandals.",8.835067e-05,5,5,4,4,5,4,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,Comprehensively captures the situation with mention of scandals and opposition.,6.892359e-05,5,5,5,4,5,5,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,"Identical to zero_shot, effectively conveys all necessary components.",6.892359e-05,5,5,5,4,5,5,Liberals Lead in Four Provinces After Polls Close in Canada,Mentioned provinces but lacks context about scandals.,7.545314e-05,5,5,4,4,5,4,6.426409,4.6364822,0.80291533,4.8370476,4.866744,4.5847235,4.6979356,6.426409,4.6364822,0.80291533,4.8370476,4.866744,4.5847235,4.6979356,6.374618,4.634694,0.6937958,4.829893,4.8629055,4.5648966,4.6957355,-1,-1,0,0,-1,0,0,-0.0517909999999997,-0.0517909999999997,zero_shot_beats_agentic,specificity
52,finance,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says",zero_shot,original,"To help renters, LA moving to ban 'no fault' evictions",The headline is clear but lacks specificity about the 'no fault' evictions mentioned in the summary.,7.5156626e-05,4,4,4,3,4,3,Councilmember calls for action against rent increases and evictions,The headline accurately reflects the summary and clearly describes the councilmember's call to action.,7.838316e-05,5,5,5,4,5,5,Councilmember calls for action against rent increases and evictions,"This headline is identical to the zero_shot, maintaining clarity and specificity.",7.838316e-05,5,5,5,4,5,5,Councilmember Opposes Massive Rent Increases and Unjust Evictions,This headline encompasses the main issues of massive rent increases and evictions effectively.,9.2731345e-05,5,5,5,4,5,5,6.232775,4.56086,0.63719344,4.742735,4.8465996,4.3750243,4.563474,6.232775,4.56086,0.63719344,4.742735,4.8465996,4.3750243,4.563474,6.526844,4.706725,0.8605366,4.852791,4.8921795,4.6912932,4.779312,0,0,0,0,0,0,0,0.29406899999999947,0.29406899999999947,tie_or_mixed,
53,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",zero_shot,agentic_selected,Fosun buys Thomas Cook brand for 11 million,Clear and factual but lacks context on the bankruptcy.,9.182782e-05,5,5,5,3,5,4,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,Informative and includes the important context of bankruptcy.,0.00010751142,5,5,5,4,5,5,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,Same as zero_shot; informs readers about the acquisition and context.,0.00010751142,5,5,5,4,5,5,Fosun Acquires Thomas Cook Brand for $14.2 Million,Accurate but lacks the crucial context on bankruptcy.,7.786131e-05,5,5,5,3,5,4,6.0538635,4.454842,0.53503114,4.646948,4.7537,4.243532,4.4573126,6.0538635,4.454842,0.53503114,4.646948,4.7537,4.243532,4.4573126,6.393501,4.685009,0.5918751,4.8470736,4.8729234,4.6568193,4.7560873,-1,-1,0,0,0,-1,0,0.33963749999999937,0.33963749999999937,local_reward_overestimates_agentic,attractiveness
54,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,original,optimized,5 delightful doggies to adopt now in Seattle,Engaging and clear while specific to the location and service.,0.9999646,5,5,4,5,5,5,Dogs Available for Adoption at Centers in Seattle Area,Accurate and clear but lacks an engaging element.,0.0001294084,5,5,5,4,5,5,Dogs Available for Adoption at Centers in Seattle Area,"Similar to zero_shot, strong on details and clarity but less engaging.",0.0001294084,5,5,5,4,5,5,Seattle Adoption Centers Feature Listings of Dogs for New Homes,Very informative but lacks a warm or inviting tone.,0.00012782097,5,5,5,4,5,5,6.4749155,4.709422,0.6944825,4.8661137,4.880831,4.735577,4.8001213,6.4749155,4.709422,0.6944825,4.8661137,4.880831,4.735577,4.8001213,6.5914392,4.709864,0.97915983,4.8636675,4.8725843,4.7536097,4.812855,0,0,0,0,0,0,0,0.11652370000000012,0.11652370000000012,tie_or_mixed,
55,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",zero_shot,original,The Best and Worst States to Be a Dentist,Does not reflect the summary's focus on the process of becoming a dentist.,0.99995255,2,3,1,3,3,2,Becoming a dentist is a long and costly process in health care,Clear and concise summary of the process to become a dentist.,0.0011291433,5,5,4,4,5,5,Becoming a dentist is a long and costly process in health care,Matches the summary accurately and is easy to understand.,0.0011291433,5,5,4,4,5,5,Becoming a Dentist: A Long and Costly Journey in Health Care,"Good headline, slightly less clear due to length but still accurate.",0.0006000918,5,4,4,4,5,4,6.131658,4.487914,0.68528366,4.6953263,4.821965,4.1301565,4.4960775,6.131658,4.487914,0.68528366,4.6953263,4.821965,4.1301565,4.4960775,5.274948,3.9248526,0.5540576,4.013526,4.477345,3.2725856,3.6980104,-1,-1,0,-1,0,0,0,-0.8567099999999996,-0.8567099999999996,zero_shot_beats_agentic,clarity
56,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",original,agentic_selected,Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped,Accurately reflects the main claim with clear language.,0.9993616,5,5,5,4,5,5,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",Maintains the essential details and communicates effectively.,0.012287869,5,5,5,4,5,5,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call","Similar to the zero_shot, effectively communicates the incident.",0.012287869,5,5,5,4,5,5,Court Document Reveals Gilroy Mother Struggled Before Drowning Daughter,Highlights the struggle mentioned in the summary while remaining factual.,0.00014788499,5,5,5,4,5,5,6.5495687,4.6829796,0.95839393,4.86632,4.8825445,4.7010736,4.7724047,6.5495687,4.6829796,0.95839393,4.86632,4.8825445,4.7010736,4.7724047,6.116145,4.449836,0.6565427,4.680691,4.7609186,4.2711916,4.473159,0,0,0,0,0,0,0,-0.43342369999999963,-0.43342369999999963,tie_or_mixed,
57,news,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,original,agentic_selected,Debbie Wasserman Schultz defends calling Ken Cuccinelli a white supremacist,"Clearly states who, what, and the specific remarks made.",0.0026361109,5,5,5,4,5,5,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,Accurately conveys the same information with formal tone.,0.00021090497,5,5,5,4,5,5,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,"Identical to zero_shot, maintaining clarity and detail.",0.00021090497,5,5,5,4,5,5,Debbie Wasserman Schultz Stands by Controversial Remarks on Ken Cuccinelli,"Less direct about the remarks, slightly less engaging.",0.00017617375,5,5,5,3,5,4,6.509677,4.703797,0.7851831,4.8665476,4.8755326,4.7480245,4.798293,6.509677,4.703797,0.7851831,4.8665476,4.8755326,4.7480245,4.798293,6.50821,4.697074,0.80023193,4.8682575,4.8787174,4.7300653,4.7837615,-1,-1,0,0,0,-1,0,-0.001466999999999885,-0.001466999999999885,zero_shot_beats_agentic,attractiveness
58,lifestyle,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",zero_shot,original,11 Powerful Products That Cut Your Cleaning Time in Half,Product claims don't specify the 'mighty' aspect and invents detail about 'cutting time in half.',0.999977,4,4,3,4,3,3,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,Accurately reflects the summary without embellishment. Clearly states benefits.,0.00033350632,5,5,4,4,5,5,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,Identical to zero_shot; effectively summarizes content and includes important details.,0.00033350632,5,5,4,4,5,5,Harsh Chemical-Free Cleaning Solutions for a Fresh Home,Focuses on the absence of harsh chemicals but less about time-saving aspect.,0.00040289984,4,5,4,3,5,4,6.486734,4.673194,0.884678,4.8421755,4.882513,4.5877056,4.7372227,6.486734,4.673194,0.88467836,4.8421755,4.882513,4.587705,4.7372227,5.872423,4.3099923,0.63828427,4.5073175,4.687114,3.8957033,4.209718,-1,-1,-1,0,0,-1,0,-0.6143109999999998,-0.6143109999999998,zero_shot_beats_agentic,"faithfulness, attractiveness"
59,health,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",agentic_selected,optimized,Patient dies in ER at WellSpan York Hospital what we know now,The headline conveys the main fact but lacks detail on the tragedy. It is clear but slightly vague.,0.00019373636,4,4,3,3,4,3,"Details are limited following patient tragedy, name withheld","Similar to the original but does not include the hospital name, maintaining clarity and focus on the tragedy.",0.00013161196,4,4,3,3,4,3,"Details are limited following patient tragedy, name withheld",Identical to the zero_shot; same strengths and weaknesses apply.,0.00013161196,4,4,3,3,4,3,Patient's Identity Remains Confidential Amid Ongoing Investigation,"Very clear and specific about the confidentiality aspect, appealing to readers interested in investigations.",0.00022102594,4,4,4,3,4,4,4.9598083,3.7945151,0.18256812,3.9374695,4.3602214,3.070082,3.630394,4.9598083,3.7945151,0.18256812,3.9374695,4.3602214,3.070082,3.630394,5.197516,3.978514,0.12543778,4.1713133,4.4808655,3.323494,3.8191955,1,1,0,0,1,0,0,0.23770770000000052,0.23770770000000052,agentic_beats_zero_shot,
60,news,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.",zero_shot,original,"Toxic PCBs linger in schools; EPA, lawmakers fail to act",Doesn't focus on the evacuation incident directly and introduces unrelated elements.,7.567811e-05,2,3,2,3,4,2,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,Directly addresses the incident in a clear and factual manner.,0.00021150589,5,5,4,4,5,5,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,"Similar to zero_shot, provides clarity and focus on the event.",0.00021150589,5,5,4,4,5,5,Sky Valley Education Center Teachers Evacuate Students After Fluorescent Lights Catch Fire,"Clear, factual, and directly related to the event.",0.00021150589,5,5,4,4,5,5,6.6601243,4.719977,1.1293716,4.8692775,4.8744884,4.7548566,4.805964,6.6601243,4.719977,1.1293716,4.8692775,4.8744884,4.7548566,4.805964,6.6601243,4.719977,1.1293716,4.8692775,4.8744884,4.7548566,4.805964,0,0,0,0,0,0,0,0.0,0.0,tie_or_mixed,
61,foodanddrink,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",zero_shot,agentic_selected,San Francisco chefs find nostalgia in Japanese milk bread,Captures the essence of the chef's feelings about milk bread but lacks specific context about traditions.,0.0037775198,4,5,4,4,5,4,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,"Faithfully represents the trend while being clear, specific, and engaging.",0.0019494374,5,5,5,5,5,5,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,Same as zero_shot; effectively conveys the message without embellishments.,0.0019494374,5,5,5,5,5,5,Milk Bread Gains Popularity Among Bay Area Chefs,Conveys popularity but is less specific and engaging compared to the top variants.,0.00018354465,4,4,4,4,5,4,5.793854,4.250225,0.5761521,4.4509583,4.6774054,3.912709,4.1058598,5.793854,4.250225,0.5761521,4.4509583,4.6774054,3.912709,4.1058598,5.734471,4.236308,0.5051302,4.4386888,4.6941276,3.8174884,4.0875483,-1,-1,-1,-1,-1,-1,0,-0.05938299999999952,-0.05938299999999952,zero_shot_beats_agentic,"faithfulness, clarity, specificity, attractiveness"
62,news,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",zero_shot,agentic_selected,More fetal remains connected to dead abortion doctor found in Illinois,Clearly states the discovery related to the late doctor without exaggeration.,8.657821e-05,5,5,5,3,5,5,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,Accurately describes the authorities' action and includes a specific reference to the doctor.,0.00010570479,5,5,5,4,5,5,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,"Identical to the zero_shot variant, effectively conveys news without clickbait.",0.00010570479,5,5,5,4,5,5,"Family Discovers 2,246 Preserved Fetuses at Dr. Ulrich Klopfer's Illinois Home",Accurate but focuses more on initial discovery rather than recent findings.,0.00011707476,5,5,5,3,5,5,6.59589,4.708294,0.9952254,4.8700995,4.883072,4.735978,4.805813,6.59589,4.708294,0.9952254,4.8700995,4.883072,4.735978,4.805813,6.614335,4.7134914,1.0246933,4.8701506,4.877919,4.753271,4.810797,0,0,0,0,0,-1,0,0.018444999999999823,0.018444999999999823,tie_or_mixed,attractiveness
63,foodanddrink,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,original,optimized,30 Vintage Christmas Desserts Inspired by Grandma,"Aligns perfectly with the summary, clear and direct.",0.99997723,5,5,5,5,5,5,30 Vintage Christmas Desserts Inspired by Grandma for Your Holiday Feast,"Adds detail about the holiday feast, which is relevant but slightly lengthy.",0.99997723,5,5,5,4,5,4,Vintage Christmas Desserts Featured from Grandma's Cookbook,"Less clear and specific about the context of 'inspired by Grandma,' slightly less appealing.",0.9999236,4,4,4,3,4,3,30 Vintage Christmas Desserts to Make for Holiday Feasts,"Good appeal and context, but slightly less faithful as it does not mention grandma directly.",0.99997616,4,4,4,5,5,4,6.1484127,4.72438,1.1006558,4.866006,4.875146,4.7446656,4.8039293,5.6332173,4.3949337,0.9008087,4.6049423,4.701971,4.199869,4.3611493,6.097123,4.7159305,0.99610925,4.8659706,4.8804207,4.724414,4.794982,0,1,-1,-1,-1,1,0,-0.05128969999999988,0.46390569999999975,tie_or_mixed,"faithfulness, clarity, specificity"
64,lifestyle,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",zero_shot,original,Fire damages St. Bernadette Catholic School in south Seattle,The headline mentions the fire but lacks detail about the cancellation of classes.,7.1122144e-05,4,4,3,3,4,3,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,"Clearly states the cancellation of classes due to the fire, covering key details effectively.",0.00042242632,5,5,4,4,5,5,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,Identical to zero_shot and effectively conveys essential information about the incident.,0.00042242632,5,5,4,4,5,5,Fire Causes Major Damage at St. Bernadette School in South Seattle,"Highlights damage effectively but doesn't mention class cancellations, which is a key detail.",8.850001e-05,4,4,4,3,4,4,6.600176,4.7214513,0.9882413,4.8634167,4.8801756,4.739897,4.8095293,6.600176,4.7214513,0.9882413,4.8634167,4.8801756,4.739897,4.8095293,6.5467086,4.70656,0.89028645,4.869769,4.886978,4.707058,4.7876844,-1,-1,-1,-1,0,-1,-1,-0.05346740000000061,-0.05346740000000061,zero_shot_beats_agentic,"faithfulness, clarity, attractiveness, non_clickbait"
65,travel,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",zero_shot,original,Senior Santa a great way to help area's elderly,Captures the essence of the program but lacks mention of volunteers and specific location.,0.98577917,4,4,3,3,4,3,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,Effectively communicates the program's purpose and includes all necessary details.,0.0028900579,5,5,5,4,5,5,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,"Identical to zero_shot, maintaining all the strengths.",0.0028900579,5,5,5,4,5,5,Brevard County TRIAD's Senior Santa Program Delivers Cheer to Seniors,Highlights the program and its organizers but slightly less specific about the joyous aspect.,0.0015475479,5,5,4,4,5,4,6.6361256,4.7170634,1.0836372,4.869133,4.875537,4.743514,4.804123,6.6361256,4.7170634,1.0836372,4.869133,4.875537,4.743514,4.804123,6.656619,4.721146,1.1245823,4.867642,4.8736553,4.749805,4.8089066,-1,-1,0,0,-1,0,0,0.020493400000000328,0.020493400000000328,local_reward_overestimates_agentic,specificity
66,sports,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",agentic_selected,optimized,Penn State's James Franklin gives student in Michigan State shirt his instead,Clear and mostly faithful but slightly awkward phrasing.,0.023882871,4,5,4,4,5,4,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,"Successful clarity and specificity, well phrased.",0.00073445664,4,5,4,4,5,4,James Franklin Gives Penn State Shirt to Student Wearing Spartans Gear,Same as zero_shot; clear and specific but not unique.,0.00073445664,4,5,4,4,5,4,Megan McNeely Receives Penn State T-Shirt from Coach Franklin on Campus,Most specific and engaging while being fully faithful.,0.11817248,5,5,5,5,5,5,6.261334,4.571645,0.58250856,4.7969904,4.844542,4.49654,4.610119,6.261334,4.571645,0.58250856,4.7969904,4.844542,4.49654,4.610119,6.3811717,4.6682615,0.7159594,4.8590713,4.876827,4.6737742,4.7446885,1,1,1,0,1,1,0,0.1198377000000006,0.1198377000000006,agentic_beats_zero_shot,
67,sports,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...",zero_shot,original,"KU Jayhawks football vs. Oklahoma State Cowboys: Kickoff time, TV, 5 things to know",Focuses on game details rather than Miles' reunion.,0.8125072,2,3,2,3,4,3,Les Miles prepares for reunion with Oklahoma State this weekend,Directly addresses Miles' sentiments about the reunion.,0.0003313017,5,5,5,4,5,5,Les Miles prepares for reunion with Oklahoma State this weekend,Identical to zero_shot; captures the essence of the summary.,0.0003313017,5,5,5,4,5,5,Les Miles Prepares for Reunion with Oklahoma State This Weekend,Effective wording; maintains clarity and directness.,0.0003313017,5,5,5,4,5,5,6.5194674,4.7100263,0.80353546,4.865306,4.8729496,4.743598,4.8074474,6.5194674,4.7100263,0.80353546,4.865306,4.8729496,4.743598,4.8074474,6.5194674,4.7100263,0.80353546,4.865306,4.8729496,4.743598,4.8074474,0,0,0,0,0,0,0,0.0,0.0,tie_or_mixed,
68,news,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",zero_shot,agentic_selected,How Kentucky's House delegation voted on the Trump impeachment inquiry rules,Title indicates the topic but lacks focus on McConnell's comments.,0.008309144,4,4,4,3,4,3,Kentucky Representatives and Mitch McConnell Respond After Vote,Clearly states who responded and maintains the context of the vote.,8.595392e-05,5,5,5,4,5,5,Kentucky Representatives and Mitch McConnell Respond After Vote,"Identical to zero_shot, effectively captures the essence of the situation.",8.595392e-05,5,5,5,4,5,5,Kentucky Representatives Respond to Recent Vote Outcomes,"Lacks inclusion of McConnell, reducing the headline's impact.",9.5002186e-05,4,4,4,3,4,3,6.400662,4.6418014,0.70406544,4.8200636,4.8662596,4.652108,4.73971,6.400662,4.6418014,0.70406544,4.8200636,4.8662596,4.652108,4.73971,5.909703,4.3779097,0.4451595,4.578582,4.744028,4.0791426,4.36646,-2,-2,-1,-1,-1,-1,-1,-0.49095899999999926,-0.49095899999999926,zero_shot_beats_agentic,"faithfulness, clarity, specificity, attractiveness, non_clickbait"
