seed_id,category,summary,original_headline,original_rationale,original_faithfulness,original_clarity,original_specificity,original_attractiveness,original_non_clickbait,original_overall,generic_sft_headline,generic_sft_rationale,generic_sft_faithfulness,generic_sft_clarity,generic_sft_specificity,generic_sft_attractiveness,generic_sft_non_clickbait,generic_sft_overall,specificity_sft_headline,specificity_sft_rationale,specificity_sft_faithfulness,specificity_sft_clarity,specificity_sft_specificity,specificity_sft_attractiveness,specificity_sft_non_clickbait,specificity_sft_overall,original_clickbait_penalty,original_quality_reward,original_pairwise_reward,original_final_score,original_reference_token_f1,original_summary_support_rate,original_headline_word_count,original_has_specific_signal,generic_sft_clickbait_penalty,generic_sft_quality_reward,generic_sft_pairwise_reward,generic_sft_final_score,generic_sft_reference_token_f1,generic_sft_summary_support_rate,generic_sft_headline_word_count,generic_sft_has_specific_signal,specificity_sft_clickbait_penalty,specificity_sft_quality_reward,specificity_sft_pairwise_reward,specificity_sft_final_score,specificity_sft_reference_token_f1,specificity_sft_summary_support_rate,specificity_sft_headline_word_count,specificity_sft_has_specific_signal,specificity_minus_generic_faithfulness,specificity_minus_original_faithfulness,generic_minus_original_faithfulness,specificity_minus_generic_clarity,specificity_minus_original_clarity,generic_minus_original_clarity,specificity_minus_generic_specificity,specificity_minus_original_specificity,generic_minus_original_specificity,specificity_minus_generic_attractiveness,specificity_minus_original_attractiveness,generic_minus_original_attractiveness,specificity_minus_generic_non_clickbait,specificity_minus_original_non_clickbait,generic_minus_original_non_clickbait,specificity_minus_generic_overall,specificity_minus_original_overall,generic_minus_original_overall,failure_group
49,health,"Most machines you find at the gym are engineered to train specific muscles, but what if you only have 20, 30 minutes?",You Asked: What's the Most Effective Machine to Use at the Gym?,Clearly poses a question but lacks specificity about the machines or training.,4.0,5.0,3.0,4.0,5.0,4.0,"If you only have 20 minutes at the gym, you'll be able to train your muscles",Generic statement that doesn't specify which muscles or exercises.,3.0,4.0,2.0,3.0,5.0,3.0,"If you only have 20 minutes at the gym, you'll be able to train your muscles.","Identical to generic_sft, lacks detail about the specific machines or training.",3.0,4.0,2.0,3.0,5.0,3.0,0.9998586,3.140789,0.12760454,2.672761,1.0,0.375,12,True,0.99996376,4.495281,0.37807703,4.0898185,0.2222222222222222,0.7,16,True,0.999944,4.4194527,0.3162787,3.9985504,0.2222222222222222,0.7,16,True,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
50,foodanddrink,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,Critically Acclaimed Southlake Restaurant Raided By Police,Misleading focus on restaurant rather than the massage parlor.,2.0,3.0,3.0,3.0,5.0,3.0,Vice officers storm design district massage parlor,Accurate description of the event but lacks engaging detail.,4.0,4.0,4.0,3.0,5.0,4.0,Vice officers storm design district massage parlor,"Similar to generic_sft, maintains event clarity and accuracy.",4.0,4.0,4.0,3.0,5.0,4.0,0.00013959283,4.3678694,0.06708421,4.3845706,1.0,0.1666666666666666,7,True,0.00014901003,4.6720576,0.8636084,4.8878856,0.0,0.8571428571428571,7,False,0.00014901003,4.6720576,0.8636084,4.8878856,0.0,0.8571428571428571,7,False,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
51,news,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",Trudeau's Liberals take early lead after first Canadian polls close,"Accurately summarizes the situation, clearly states the key elements, and is engaging.",5.0,5.0,5.0,4.0,5.0,5.0,Liberals take early lead after polls close in four provinces,"Well-structured but lacks the specific mention of Trudeau, reducing its attractiveness.",5.0,5.0,5.0,3.0,5.0,4.0,Liberals take early lead after polls close in four provinces,Identical to generic_sft and has the same strengths and weaknesses.,5.0,5.0,5.0,3.0,5.0,4.0,7.4517135e-05,4.61372,0.6938082,4.7871346,1.0,0.5,10,True,7.596878e-05,4.646792,0.69285375,4.8199673,0.7368421052631577,0.7777777777777778,10,False,7.596878e-05,4.646792,0.69285375,4.8199673,0.7368421052631577,0.7777777777777778,10,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
52,finance,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says","To help renters, LA moving to ban 'no fault' evictions",The headline captures the essence of the issue but lacks details about the councilmember's actions.,4.0,5.0,4.0,4.0,5.0,4.0,Councilmember: We can't allow massive rent increases and unjust evictions to happen anymore,"Direct quote provides strong specificity; however, it feels a bit verbose for a headline.",5.0,4.0,5.0,3.0,5.0,4.0,Councilmember: 'We can't allow massive rent increases and unjust evictions to happen anymore',Similar to generic_sft; the direct quote is strong but slightly verbose for a headline.,5.0,4.0,5.0,3.0,5.0,4.0,0.00011664184,4.2121077,0.22068185,4.26722,1.0,0.1428571428571428,10,False,0.5914066,4.6631465,0.880837,4.587652,0.1176470588235294,1.0,13,False,0.00040453396,4.639948,0.85177875,4.85269,0.1111111111111111,0.8181818181818182,13,False,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
53,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun buys Thomas Cook brand for 11 million,The headline is clear and accurate but lacks specific context about the circumstances of the acquisition.,5.0,5.0,4.0,4.0,5.0,4.0,Fosun snaps up Thomas Cook for 11 million ($14.2 million),"This variant emphasizes the brand acquisition and includes the dollar amount, but misses details about the situation.",5.0,5.0,4.0,4.0,5.0,4.0,Fosun snaps up Thomas Cook for 11 million ($14.2 million),Identical to the generic variant in content; slightly less engaging but still accurate.,5.0,5.0,4.0,4.0,5.0,4.0,7.8410594e-05,4.6363573,0.45608968,4.7503405,1.0,0.8333333333333334,8,True,8.746879e-05,4.6747084,0.61945856,4.8295293,0.7272727272727272,0.8,11,True,8.746879e-05,4.6747084,0.61945856,4.8295293,0.7272727272727272,0.8,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
54,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,5 delightful doggies to adopt now in Seattle,"Engaging and informative, focuses on immediate opportunities for adoption.",5.0,5.0,4.0,5.0,5.0,5.0,Pet adoption centers in Seattle: Dogs up for adoption,"Clear and informative, but less engaging than the original.",5.0,5.0,5.0,3.0,5.0,5.0,Pet adoption center listings for dogs up for adoption in Seattle,"Very specific and accurate, but lacks an engaging tone.",5.0,5.0,5.0,3.0,5.0,5.0,0.99996114,4.304064,0.12597531,3.835577,1.0,0.2,8,True,0.00013546832,4.6985354,0.8210243,4.9037237,0.2,1.0,9,True,9.809501e-05,4.698929,0.9788757,4.9435987,0.1818181818181818,0.8333333333333334,11,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
55,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",The Best and Worst States to Be a Dentist,The headline suggests a ranking that isn't supported by the summary.,3.0,4.0,3.0,4.0,4.0,3.0,"A dentist is a long, costly, and demanding endeavor",It's a direct copy of the summary and lacks headline characteristics.,2.0,3.0,2.0,2.0,3.0,2.0,"A dentist is a long, costly, and demanding endeavor","Identical to the generic_sft, lacking originality as a headline.",2.0,3.0,2.0,2.0,3.0,2.0,0.9989392,2.8292356,0.18000886,2.3747683,1.0,0.25,9,True,0.00015983342,4.4602203,0.6922297,4.633198,0.2222222222222222,1.0,9,False,0.00015983342,4.4602203,0.6922297,4.633198,0.2222222222222222,1.0,9,False,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,original_best_sft_tie
56,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped',Accurate but slightly wordy.,5.0,4.0,5.0,4.0,5.0,4.0,"Gilroy mother accused of drowning 2-year-old daughter tells dispatcher she ""just snapped""",Clear and direct; maintains necessary details.,5.0,5.0,5.0,4.0,5.0,5.0,"Gilroy mother accused of drowning 2-year-old daughter tells dispatcher she ""just snapped""",Identical to generic_sft; equally strong.,5.0,5.0,5.0,4.0,5.0,5.0,0.55438167,4.6595817,0.8681388,4.599426,1.0,0.6153846153846154,15,True,0.47730213,4.691851,0.989513,4.700578,0.48,0.8333333333333334,14,True,0.47730213,4.691851,0.989513,4.700578,0.48,0.8333333333333334,14,True,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
57,news,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,Debbie Wasserman Schultz defends calling Ken Cuccinelli a white supremacist,"This headline accurately reflects the main claim, is clear and specific, and is engaging without being clickbait.",5.0,5.0,5.0,4.0,5.0,5.0,Rep. Debbie Wasserman Schultz stands by remarks from USCIS Director Ken Cuccinelli,"While this is faithful and relatively clear, it lacks the impactful claim about Cuccinelli being a white supremacist, making it less engaging.",5.0,4.0,4.0,3.0,5.0,4.0,Rep. Debbie Wasserman Schultz stands by comments from USCIS Director Ken Cuccinelli,"Similar to the generic_sft, it is accurate but lacks the exact provocative claim that draws readers' interest.",5.0,4.0,4.0,3.0,5.0,4.0,0.0072920797,4.687764,0.7150461,4.8628798,1.0,0.7777777777777778,10,True,0.00011242874,4.6930027,0.89149237,4.9158196,0.5263157894736842,1.0,12,True,0.00012227528,4.6927676,0.8890168,4.914961,0.5263157894736842,0.9,12,True,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
58,lifestyle,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",11 Powerful Products That Cut Your Cleaning Time in Half,Directly conveys the main theme and promises a specific benefit.,5.0,5.0,5.0,5.0,5.0,5.0,How to clean your home with a mighty cleaning product,"Somewhat informative, but lacks specificity and urgency. Feels bland.",3.0,4.0,3.0,3.0,4.0,3.0,Cleanse your home with mighty cleaning products,"More specific than the generic headline, but still less engaging and not as informative as the original.",4.0,4.0,4.0,3.0,5.0,4.0,0.99997556,3.4413705,0.13096747,2.9741244,1.0,0.375,10,True,0.99996924,3.175366,0.5820672,2.820898,0.2857142857142857,0.5,10,False,0.99947876,4.47858,0.7784412,4.173451,0.4285714285714285,0.6666666666666666,7,False,1.0,-1.0,-2.0,0.0,-1.0,-1.0,1.0,-1.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,-1.0,1.0,-1.0,-2.0,original_best_specificity_above_generic
59,health,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",Patient dies in ER at WellSpan York Hospital what we know now,The headline summarizes the event well but lacks detail about the situation or cause.,4.0,4.0,4.0,3.0,4.0,3.0,What's a breakdown of what's going on in the death of a patient?,The headline is vague and does not clearly state what the breakdown refers to.,2.0,3.0,1.0,2.0,3.0,2.0,"Patient's name has not been released, but there's a breakdown of what we do know","The headline provides good context and mentions the lack of patient name, but is slightly verbose.",4.0,4.0,5.0,3.0,4.0,4.0,0.000167963,3.961534,0.11141701,3.9893043,1.0,0.375,12,True,0.9998424,3.4238327,0.11510965,2.9526887,0.1538461538461538,0.4,13,False,0.9999627,4.5026884,0.6719245,4.170688,0.2105263157894737,0.9090909090909092,15,False,2.0,0.0,-2.0,1.0,0.0,-1.0,4.0,1.0,-3.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,1.0,-1.0,specificity_best
60,news,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.","Toxic PCBs linger in schools; EPA, lawmakers fail to act","Addresses broader issue, but not directly about the incident.",3.0,4.0,3.0,3.0,4.0,3.0,Students evacuated at Sky Valley Education Center after noxious fumes caught fire,Accurate and clear summary of the incident.,5.0,5.0,5.0,4.0,5.0,5.0,Students evacuated at Sky Valley Education Center after noxious fumes caught fire,Duplicate of generic_sft; also a clear summary.,5.0,5.0,5.0,4.0,5.0,5.0,9.006138e-05,2.831136,0.069690734,2.8485136,1.0,0.0,10,True,0.0003214525,4.7045226,1.0864806,4.975982,0.0,0.9090909090909092,12,True,0.0003214525,4.7045226,1.0864806,4.975982,0.0,0.9090909090909092,12,True,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,sft_tie
61,foodanddrink,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",San Francisco chefs find nostalgia in Japanese milk bread,Accurately captures the chefs' sentiment about milk bread and maintains specificity.,5.0,5.0,5.0,4.0,5.0,5.0,San Francisco chefs love sourdough bread,"Misleading as it focuses only on sourdough, which contradicts the summary.",1.0,3.0,1.0,2.0,5.0,1.0,"San Francisco chefs love white bread, but they love it",Confusing title as it repeats 'love it' without clarity and lacks precision.,2.0,3.0,2.0,3.0,5.0,2.0,0.0007083049,4.180787,0.5220139,4.3109365,1.0,0.75,9,True,0.9971228,4.1900344,0.5421187,3.8270025,0.5714285714285715,1.0,6,True,0.043196872,4.1251783,0.40388945,4.204552,0.5,1.0,10,True,1.0,-3.0,-4.0,0.0,-2.0,-2.0,1.0,-3.0,-4.0,1.0,-1.0,-2.0,0.0,0.0,0.0,1.0,-3.0,-4.0,original_best_specificity_above_generic
62,news,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",More fetal remains connected to dead abortion doctor found in Illinois,Captures the main claim but lacks details about the scale of the discovery.,4.0,4.0,4.0,3.0,5.0,4.0,"Dr. Klopfer's family finds 2,246 preserved fetuses at Illinois home",Clearly presents the main findings and includes specific details.,5.0,5.0,5.0,4.0,5.0,5.0,"Dr. Klopfer's family finds 2,246 preserved fetuses at Illinois home","Identical to generic_sft, also effectively presents specific information.",5.0,5.0,5.0,4.0,5.0,5.0,0.000105514264,3.686148,0.113837615,3.7145545,1.0,0.3333333333333333,11,True,0.00014109307,4.697452,0.9639347,4.938365,0.1176470588235294,0.75,11,True,0.00014109307,4.697452,0.9639347,4.938365,0.1176470588235294,0.75,11,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
63,foodanddrink,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,30 Vintage Christmas Desserts Inspired by Grandma,"The headline accurately reflects the summary and conveys a clear, engaging message about the content.",5.0,5.0,5.0,5.0,5.0,5.0,30 Vintage Christmas Desserts Inspired by Grandma,"Identical to the original, maintaining the same high quality.",5.0,5.0,5.0,5.0,5.0,5.0,30 Vintage Christmas Desserts Inspired by Grandma,"Also identical to the original, preserving the same strengths.",5.0,5.0,5.0,5.0,5.0,5.0,0.9999771,4.703672,1.0262926,4.4602566,1.0,1.0,7,True,0.9999771,4.703672,1.0262926,4.4602566,1.0,1.0,7,True,0.9999771,4.703672,1.0262926,4.4602566,1.0,1.0,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sft_tie
64,lifestyle,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",Fire damages St. Bernadette Catholic School in south Seattle,Concise and accurately describes the incident but lacks details about class cancellations.,5.0,5.0,3.0,4.0,5.0,4.0,St. Bernadette Catholic School cancels classes after fire causes major damage to primary building,"Directly addresses the consequences of the fire, maintaining accuracy and drawing in readers.",5.0,5.0,5.0,5.0,5.0,5.0,St. Bernadette Catholic School cancels classes after fire causes major damage to primary building,"Identical to the generic variant, conveying the situation clearly and engagingly.",5.0,5.0,5.0,5.0,5.0,5.0,8.314731e-05,4.611119,0.64634055,4.7726626,1.0,0.8571428571428571,9,True,0.00014635871,4.7058735,1.0438206,4.966756,0.4210526315789474,0.8333333333333334,14,True,0.00014635871,4.7058735,1.0438206,4.966756,0.4210526315789474,0.8333333333333334,14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
65,travel,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",Senior Santa a great way to help area's elderly,Captures the essence but could specify more about the program.,4.0,4.0,3.0,3.0,5.0,4.0,Volunteers bring holiday cheer to Brevard County seniors as part of TRIAD's Senior Santa program,Accurately and clearly presents the essential details.,5.0,5.0,5.0,4.0,5.0,5.0,Volunteers bring holiday cheer to Brevard County seniors as part of TRIAD's Senior Santa program,Identical to generic_sft; contains all necessary elements.,5.0,5.0,5.0,4.0,5.0,5.0,0.86702746,3.6820562,0.3645191,3.3396723,1.0,0.2857142857142857,9,True,0.0009083443,4.7072935,1.1911416,5.004625,0.2105263157894737,1.0,15,True,0.0009083443,4.7072935,1.1911416,5.004625,0.2105263157894737,1.0,15,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,sft_tie
66,sports,"Penn State junior Megan McNeely was just headed to class, when she heard a voice in the distance. ""Michigan State?! Why are you wearing that?"" That was from football coach James Franklin, who while walking across campus spotted McNeely wearing a T-shirt supporting the Spartans. (McNeely has family that went to MSU.) So Franklin's rectified McNeeley's wardrobe choice ... by giving her his Penn ...",Penn State's James Franklin gives student in Michigan State shirt his instead,The headline accurately captures the key event and elements while being clear and not misleading.,5.0,5.0,5.0,4.0,5.0,5.0,Penn State freshman Megan McNeely wears T-shirt for Spartans,"This headline focuses solely on McNeely wearing the shirt, which lacks the event's main action of Franklin's response.",4.0,4.0,4.0,3.0,5.0,4.0,Penn State freshman Megan McNeely wears T-shirt for Spartans,"While similar to the generic version, it also does not capture the reaction and event effectively.",4.0,4.0,4.0,3.0,5.0,4.0,0.00024723573,4.6050115,0.49297017,4.7281303,1.0,0.6363636363636364,12,True,0.0013808011,4.655878,0.6146877,4.8088593,0.3157894736842105,0.75,10,True,0.0013808011,4.655878,0.6146877,4.8088593,0.3157894736842105,0.75,10,True,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
67,sports,"Kansas coach Les Miles says he's ready for the reunion. Miles, who has guided the Jayhawks to a 3-6 record, will return to a previous stop this weekend: Stillwater, where KU will play at Oklahoma State on Saturday. ""I think I will enjoy walking in that stadium,"" Miles said, ""more than anybody else."" Miles recalls his days as Oklahoma State coach fondly. He was there from 2001-04, ...","KU Jayhawks football vs. Oklahoma State Cowboys: Kickoff time, TV, 5 things to know",Provides details but lacks focus on Miles' sentiments.,3.0,4.0,3.0,3.0,4.0,3.0,Kansas coach Les Miles says he's ready for reunion,Directly addresses Miles' feelings about the reunion.,5.0,5.0,4.0,4.0,5.0,5.0,Kansas coach Les Miles says he's ready for reunion,Same as generic; effectively conveys Miles' stance.,5.0,5.0,4.0,4.0,5.0,5.0,0.98893356,2.7170696,0.07230039,2.2406778,1.0,0.3333333333333333,14,True,0.00017876203,4.679999,0.69363177,4.8533177,0.0,1.0,9,True,0.00017876203,4.679999,0.69363177,4.8533177,0.0,1.0,9,True,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,sft_tie
68,news,"A few of Kentucky's representatives had something to say after the vote, and Majority Leader Mitch McConnell had strong words in the Senate",How Kentucky's House delegation voted on the Trump impeachment inquiry rules,Clearly summarizes the vote context while remaining concise.,5.0,5.0,5.0,3.0,5.0,5.0,Kentucky's Mitch McConnell has strong words in Senate,Captures McConnell's comments but lacks full context about the vote.,4.0,4.0,3.0,3.0,5.0,4.0,Kentucky's Mitch McConnell's strong words in Senate,"Similar to generic_sft, with minor wording difference, maintaining key details.",4.0,4.0,3.0,3.0,5.0,4.0,0.0014578314,3.6231763,0.084856175,3.6436615,1.0,0.125,11,True,0.000106402375,4.555551,0.65716475,4.719789,0.1333333333333333,0.8571428571428571,8,True,9.932127e-05,4.488798,0.56816506,4.6307898,0.1428571428571428,0.8333333333333334,7,True,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,original_best_sft_tie
69,lifestyle,These gentle giants are not only adorable they're also fascinating. Here are a few surprising facts about perhaps the sweetest sea creatures. The post 13 Things You Never Knew About Manatees appeared first on Reader's Digest.,13 Things You Never Knew About Manatees,"The headline is precise, informative, and adheres closely to the summary.",5.0,5.0,5.0,4.0,5.0,5.0,13 Things You Never Knew About Manatees,Identical to the original and equally effective.,5.0,5.0,5.0,4.0,5.0,5.0,Manatees: What's the sweetest sea creature?,"While it intrigues with a question, it lacks concrete facts and deviates from the original claim.",3.0,4.0,4.0,3.0,4.0,3.0,0.9999789,4.6823153,0.60292053,4.333056,1.0,1.0,7,True,0.9999789,4.6823153,0.60292053,4.333056,1.0,1.0,7,True,0.04224441,3.7724903,0.167166,3.7931595,0.1818181818181818,0.6,6,True,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,0.0,generic_best
70,sports,"Rafael Nadal pulled out of the Paris Masters with an abdominal injury just minutes before the scheduled start of his semi-final against Denis Shapovalov on Saturday, and admitted his participation at the ATP Tour Finals was in doubt. The 33-year-old has battled multiple injuries throughout his career and also pulled out of the Paris Masters on his last appearance in 2017 before the quarter-finals.","'Super sad' Nadal out of Paris Masters, doubt for ATP Finals",Conveys emotion and main facts but lacks specifics on injury details.,4.0,4.0,3.0,5.0,4.0,4.0,Rafael Nadal pulls out of Paris Masters with abdominal injury,"Accurate and clear, but less engaging than others.",5.0,5.0,5.0,3.0,5.0,5.0,Rafael Nadal pulls out of Paris Masters with abdominal injury,Identical to generic but does not add any new information.,5.0,5.0,5.0,3.0,5.0,5.0,7.290132e-05,3.432661,0.43425256,3.5411878,1.0,0.7777777777777778,11,True,0.00011622848,4.6809273,0.9154998,4.9097443,0.4705882352941176,0.875,10,True,0.00011622848,4.6809273,0.9154998,4.9097443,0.4705882352941176,0.875,10,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,-2.0,-2.0,0.0,1.0,1.0,0.0,1.0,1.0,sft_tie
71,finance,"A nearly 8,000 square-foot mansion in Scottsdale with a finished basement was among this week's priciest homes sold in metro Phoenix.","A Scottsdale mansion with a rooftop view deck, home theater sells for $2.65M","Includes additional details (rooftop view deck, home theater) not mentioned in the summary.",3.0,4.0,4.0,4.0,4.0,3.0,"8,000-square-foot mansion in Scottsdale sold in metro Phoenix",Accurately reflects the key details from the summary with good clarity.,5.0,5.0,5.0,3.0,5.0,5.0,"8,000-square-foot mansion in Scottsdale sold in metro Phoenix","Identical to generic_sft, maintaining high fidelity and clarity.",5.0,5.0,5.0,3.0,5.0,5.0,0.00011751174,4.173098,0.2489582,4.235279,1.0,0.2222222222222222,14,True,8.6946224e-05,4.6991405,0.7351224,4.882878,0.2352941176470588,1.0,11,True,8.6946224e-05,4.6991405,0.7351224,4.882878,0.2352941176470588,1.0,11,True,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,2.0,2.0,sft_tie
72,health,Connor Murphy posted a video to his YouTube channel in 2016 that highlights the ways people can manipulate their appearance for photos.,A bodybuilder showed how fitness influencers can make their bodies look Instagram-perfect in before-and-after photos,Captures the essence of the video but introduces specific terms like 'Instagram-perfect' that may not reflect the summary.,4.0,4.0,4.0,4.0,4.0,4.0,Connor Murphy's YouTube video shows how people can manipulate their appearance for photos,Directly reflects the content of the summary with clear language and no embellishments.,5.0,5.0,5.0,4.0,5.0,5.0,Connor Murphy posts video to YouTube channel to show how people can manipulate their appearance,Clearly states Connor Murphy's action and aligns perfectly with the summary while being straightforward.,5.0,5.0,5.0,4.0,5.0,5.0,0.9999678,3.7672906,0.11529731,3.2961311,1.0,0.2142857142857142,18,False,0.9999666,4.6959834,0.9613098,4.4363275,0.2399999999999999,0.8181818181818182,13,True,0.9955395,4.692231,0.992345,4.442548,0.1538461538461538,0.8333333333333334,15,True,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,sft_tie
73,lifestyle,"If you love Halloween, this spooky wedding shoot is a great way to get a little dark inspiration for your big day.","This Halloween Corn Maze Wedding Is Dark, Sophisticated, and Bone-Chillingly Beautiful",The headline captures the essence of the summary with specific elements that make it engaging.,5.0,5.0,5.0,5.0,5.0,5.0,'Spooky wedding shoot' is a great way to get a little dark inspiration for your big day,"While it conveys the idea, it lacks specificity and engagement compared to the original.",3.0,4.0,2.0,3.0,4.0,3.0,'Spooky wedding shoot': 'It's a great way to get a little dark inspiration for your big day',"Similar to the generic variant, it is less engaging and specific compared to the original.",3.0,4.0,2.0,3.0,4.0,3.0,0.9999722,4.2756543,0.048577838,3.7878127,1.0,0.3333333333333333,12,True,0.9999335,4.699919,0.8102944,4.4025264,0.1904761904761905,0.8333333333333334,17,False,0.9993395,4.626279,0.6576898,4.291032,0.1818181818181818,0.6923076923076923,17,True,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-3.0,-3.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,-2.0,original_best_sft_tie
