seed_id,candidate_label,variant,candidate_id,candidate_source,category,summary,headline,clickbait_penalty,local_final_score,llm_overall,persona,persona_description,trust,engagement,clarity,audience_fit,overall,rationale,persona_ranking,persona_best_candidate,is_persona_best,consensus_ranking,consensus_best_candidate,is_consensus_best,judge_model,judge_error
53,c2,zero_shot,zero_shot,api_zero_shot_generator,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,0.00010751142,6.0538635,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,4,5,4,4,"Concise and informative, good balance.","[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,gpt-4o-mini,
53,c3,agentic_selected,agentic_selected,agentic_selector_v3,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun Acquires Thomas Cook Brand for $14.2 Million,7.786131e-05,6.393501,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,5,5,4,Clear but less context.,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,gpt-4o-mini,
53,c4,generic_sft,generic_sft,generic_sft_generator,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun snaps up Thomas Cook for 11 million ($14.2 million),8.746879e-05,4.8295293,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,5,5,4,Informal but clear overall.,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,gpt-4o-mini,
53,c1,original,original,human_editor,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun buys Thomas Cook brand for 11 million,9.182782e-05,6.28476,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,3,5,5,4,"Solid choice, straightforward but lacks excitement.","[""c1"", ""c2"", ""c3"", ""c4""]",c1,True,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,True,gpt-4o-mini,
53,c2,zero_shot,zero_shot,api_zero_shot_generator,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,0.00010751142,6.0538635,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,4,4,Strikes a good balance of information and context.,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,gpt-4o-mini,
53,c3,agentic_selected,agentic_selected,agentic_selector_v3,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun Acquires Thomas Cook Brand for $14.2 Million,7.786131e-05,6.393501,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,3,5,5,4,Accurate but missing bankruptcy context.,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,gpt-4o-mini,
53,c4,generic_sft,generic_sft,generic_sft_generator,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",Fosun snaps up Thomas Cook for 11 million ($14.2 million),8.746879e-05,4.8295293,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,3,5,5,4,Typically informal; presents the facts well.,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,"[""c1"", ""c2"", ""c3"", ""c4""]",c1,False,gpt-4o-mini,
54,c1,original,original,human_editor,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,5 delightful doggies to adopt now in Seattle,0.9999646,5.3446283,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",4,5,4,4,4,"Engaging and trustworthy, though slightly informal.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Dogs Available for Adoption at Centers in Seattle Area,0.0001294084,6.4749155,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,5,5,4,"Very clear and factual, though less engaging.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,gpt-4o-mini,
54,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Seattle Adoption Centers Feature Listings of Dogs for New Homes,0.00012782097,6.5914392,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,4,4,4,Trustworthy and clear; slightly less engaging.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c4,generic_sft,generic_sft,generic_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption centers in Seattle: Dogs up for adoption,0.00013546832,4.9037237,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,4,4,4,"Clear and factual, but not very engaging.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c5,specificity_sft,specificity_sft,specificity_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption center listings for dogs up for adoption in Seattle,9.809501e-05,4.9435987,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,4,4,4,"Clear and factual, though somewhat redundant.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c1,original,original,human_editor,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,5 delightful doggies to adopt now in Seattle,0.9999646,5.3446283,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,3,5,4,5,5,"High engagement and audience fit, appealing wording.","[""c1"", ""c2"", ""c3"", ""c4"", ""c5""]",c1,True,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Dogs Available for Adoption at Centers in Seattle Area,0.0001294084,6.4749155,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,5,3,3,Factual but less engaging.,"[""c1"", ""c2"", ""c3"", ""c4"", ""c5""]",c1,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,gpt-4o-mini,
54,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Seattle Adoption Centers Feature Listings of Dogs for New Homes,0.00012782097,6.5914392,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,4,3,3,Trustworthy but lacks flair.,"[""c1"", ""c2"", ""c3"", ""c4"", ""c5""]",c1,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c4,generic_sft,generic_sft,generic_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption centers in Seattle: Dogs up for adoption,0.00013546832,4.9037237,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,4,3,3,"Clear, but not exciting.","[""c1"", ""c2"", ""c3"", ""c4"", ""c5""]",c1,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c5,specificity_sft,specificity_sft,specificity_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption center listings for dogs up for adoption in Seattle,9.809501e-05,4.9435987,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,4,3,3,Clear but not dynamic.,"[""c1"", ""c2"", ""c3"", ""c4"", ""c5""]",c1,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c1,original,original,human_editor,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,5 delightful doggies to adopt now in Seattle,0.9999646,5.3446283,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",3,4,5,5,4,Clear and engaging but slightly longer.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Dogs Available for Adoption at Centers in Seattle Area,0.0001294084,6.4749155,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,5,5,5,Concise and easy to understand.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,gpt-4o-mini,
54,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Seattle Adoption Centers Feature Listings of Dogs for New Homes,0.00012782097,6.5914392,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,4,4,4,Trustworthy; slightly longer.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c4,generic_sft,generic_sft,generic_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption centers in Seattle: Dogs up for adoption,0.00013546832,4.9037237,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,4,4,4,Clear but not very engaging.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c5,specificity_sft,specificity_sft,specificity_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption center listings for dogs up for adoption in Seattle,9.809501e-05,4.9435987,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,3,4,4,4,Direct but not captivating.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c1,original,original,human_editor,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,5 delightful doggies to adopt now in Seattle,0.9999646,5.3446283,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",4,5,4,4,4,"Engaging and appealing, but informal.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c2,zero_shot,zero_shot,api_zero_shot_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Dogs Available for Adoption at Centers in Seattle Area,0.0001294084,6.4749155,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,5,5,"Strong in clarity and trust, effective for the audience.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,True,gpt-4o-mini,
54,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Seattle Adoption Centers Feature Listings of Dogs for New Homes,0.00012782097,6.5914392,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,4,4,4,"Clear and trustworthy, but slightly less engaging.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c4,generic_sft,generic_sft,generic_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption centers in Seattle: Dogs up for adoption,0.00013546832,4.9037237,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,3,4,4,4,"Good clarity and trust, but not appealing.","[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
54,c5,specificity_sft,specificity_sft,specificity_sft_generator,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,Pet adoption center listings for dogs up for adoption in Seattle,9.809501e-05,4.9435987,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,3,4,4,4,Factual but lacks engagement.,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,"[""c2"", ""c1"", ""c3"", ""c4"", ""c5""]",c2,False,gpt-4o-mini,
55,c1,original,original,human_editor,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",The Best and Worst States to Be a Dentist,0.99995255,3.074234,2.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",3,2,3,2,2,Title suggests bias towards states; feels less trustworthy.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c2,zero_shot,zero_shot,api_zero_shot_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a dentist is a long and costly process in health care,0.0011291433,6.131658,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,5,4,4,"Direct and factual, aligns with summary.","[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,gpt-4o-mini,
55,c3,agentic_selected,agentic_selected,agentic_selector_v3,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a Dentist: A Long and Costly Journey in Health Care,0.0006000918,5.274948,4.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,5,4,4,Clear and factual; fits nicely with summary.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c4,generic_sft,generic_sft,generic_sft_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.","A dentist is a long, costly, and demanding endeavor",0.00015983342,4.633198,2.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",4,2,4,3,3,Informative but less engaging.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c1,original,original,human_editor,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",The Best and Worst States to Be a Dentist,0.99995255,3.074234,2.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,2,4,3,3,3,Interesting angle but lacks factual basis.,"[""c3"", ""c2"", ""c1"", ""c4""]",c3,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c2,zero_shot,zero_shot,api_zero_shot_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a dentist is a long and costly process in health care,0.0011291433,6.131658,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,5,3,4,4,4,Factual and straightforward; good appeal.,"[""c3"", ""c2"", ""c1"", ""c4""]",c3,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,gpt-4o-mini,
55,c3,agentic_selected,agentic_selected,agentic_selector_v3,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a Dentist: A Long and Costly Journey in Health Care,0.0006000918,5.274948,4.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,5,4,5,4,5,Engaging and accurate; likely to attract clicks.,"[""c3"", ""c2"", ""c1"", ""c4""]",c3,True,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c4,generic_sft,generic_sft,generic_sft_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.","A dentist is a long, costly, and demanding endeavor",0.00015983342,4.633198,2.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,2,4,2,2,Less engaging; feels too limited.,"[""c3"", ""c2"", ""c1"", ""c4""]",c3,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c1,original,original,human_editor,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",The Best and Worst States to Be a Dentist,0.99995255,3.074234,2.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",3,3,2,2,2,Too vague and lengthy.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c2,zero_shot,zero_shot,api_zero_shot_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a dentist is a long and costly process in health care,0.0011291433,6.131658,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,4,5,4,4,Clear and quickly comprehensible.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,gpt-4o-mini,
55,c3,agentic_selected,agentic_selected,agentic_selector_v3,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a Dentist: A Long and Costly Journey in Health Care,0.0006000918,5.274948,4.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",5,4,5,4,4,Direct and clear; fits reading style.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c4,generic_sft,generic_sft,generic_sft_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.","A dentist is a long, costly, and demanding endeavor",0.00015983342,4.633198,2.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,2,3,2,2,Informative but not concise enough.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c1,original,original,human_editor,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",The Best and Worst States to Be a Dentist,0.99995255,3.074234,2.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",3,3,2,2,2,Lacks clarity and focus.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c2,zero_shot,zero_shot,api_zero_shot_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a dentist is a long and costly process in health care,0.0011291433,6.131658,5.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,5,5,Simple and effective; well-suited for readers.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,True,gpt-4o-mini,
55,c3,agentic_selected,agentic_selected,agentic_selector_v3,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",Becoming a Dentist: A Long and Costly Journey in Health Care,0.0006000918,5.274948,4.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",5,4,5,5,5,Excellent balance of clarity and engagement.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
55,c4,generic_sft,generic_sft,generic_sft_generator,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.","A dentist is a long, costly, and demanding endeavor",0.00015983342,4.633198,2.0,editorial_reviewer,"Acts like a newsroom editor, balancing newsworthiness, specificity, style, and faithfulness.",4,2,4,3,3,Somewhat clear but lacks engagement.,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,"[""c2"", ""c3"", ""c4"", ""c1""]",c2,False,gpt-4o-mini,
56,c1,original,original,human_editor,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped,0.9993616,5.9659405,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,4,5,4,Accurate and factual without being sensational.,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,True,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,True,gpt-4o-mini,
56,c2,zero_shot,zero_shot,api_zero_shot_generator,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.","Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.012287869,6.5495687,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,4,4,5,4,"Trustworthy and clear, but slightly more sensational.","[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
56,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Court Document Reveals Gilroy Mother Struggled Before Drowning Daughter,0.00014788499,6.116145,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",4,2,3,3,3,Less direct and could be misleading.,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
56,c4,generic_sft,generic_sft,generic_sft_generator,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.","Gilroy mother accused of drowning 2-year-old daughter tells dispatcher she ""just snapped""",0.47730213,4.700578,5.0,trust_sensitive_reader,"Prioritizes factual accuracy, non-clickbait wording, and whether the headline feels safe to trust.",5,3,4,5,4,"Trustworthy and clear, elaborates on the dispatcher call.","[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
56,c1,original,original,human_editor,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped,0.9993616,5.9659405,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,4,4,4,"Good headline, but could be more captivating.","[""c2"", ""c1"", ""c4"", ""c3""]",c2,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,True,gpt-4o-mini,
56,c2,zero_shot,zero_shot,api_zero_shot_generator,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.","Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.012287869,6.5495687,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,5,4,5,5,Very engaging and catchy.,"[""c2"", ""c1"", ""c4"", ""c3""]",c2,True,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
56,c3,agentic_selected,agentic_selected,agentic_selector_v3,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Court Document Reveals Gilroy Mother Struggled Before Drowning Daughter,0.00014788499,6.116145,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,3,3,3,3,Less direct engagement.,"[""c2"", ""c1"", ""c4"", ""c3""]",c2,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
56,c4,generic_sft,generic_sft,generic_sft_generator,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.","Gilroy mother accused of drowning 2-year-old daughter tells dispatcher she ""just snapped""",0.47730213,4.700578,5.0,growth_reader,Represents user-growth goals: wants a headline that attracts clicks without feeling manipulative.,4,4,4,4,4,Good balance of clarity and engagement.,"[""c2"", ""c1"", ""c4"", ""c3""]",c2,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
56,c1,original,original,human_editor,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped,0.9993616,5.9659405,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,3,5,4,4,"Clear and straightforward, easy to skim.","[""c1"", ""c2"", ""c4"", ""c3""]",c1,True,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,True,gpt-4o-mini,
56,c2,zero_shot,zero_shot,api_zero_shot_generator,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.","Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.012287869,6.5495687,5.0,busy_news_reader,"Skims quickly and rewards clarity, compactness, and immediate usefulness.",4,4,5,4,4,"Clear and engaging, quick to read.","[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,"[""c1"", ""c2"", ""c4"", ""c3""]",c1,False,gpt-4o-mini,
