seed_id,nid,news_id,category,summary,variant,headline,clickbait_penalty,faithfulness,clarity,specificity,attractiveness,non_clickbait,overall,rationale,ranking,best_variant,worst_variant,judge_model,judge_error,nid_existing,news_id_existing,category_existing,summary_existing,headline_existing,clickbait_penalty_existing
50,28111,N9557,foodanddrink,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,zero_shot,Vice Officers Raid Building Linked to Design District Massage Parlor,8.546484e-05,5,5,5,4,5,5,Accurately describes the raid while providing context.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
50,28111,N9557,foodanddrink,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,optimized,Vice Officers Raid Building Linked to Design District Massage Parlor,8.546484e-05,5,5,5,4,5,5,"Same as zero_shot, clear and accurate.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
50,28111,N9557,foodanddrink,Vice officers stormed the building in connection with a Design District massage parlor that was also raided,agentic_selected,Vice Officers Raid Building Linked to Design District Massage Parlor,8.546484e-05,5,5,5,4,5,5,"Identical to optimized, maintains accuracy and clarity.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
51,21363,N48983,news,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",original,Trudeau's Liberals take early lead after first Canadian polls close,7.4517135e-05,5,5,4,4,5,4,Captures the early lead and mentions Trudeau but lacks details on scandals and opposition.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
51,21363,N48983,news,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",zero_shot,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,6.614405e-05,5,5,5,5,5,5,"Well-rounded, includes context on scandals and the opposition, making it compelling.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
51,21363,N48983,news,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",optimized,Canada's Liberals Lead After Polls Close Amid Scandals and Conservative Challenge,6.614405e-05,5,5,5,5,5,5,"Identical to zero_shot, maintains all strengths without drawbacks.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
51,21363,N48983,news,"Canada's ruling Liberals took an early lead after polls closed in four provinces on Monday, as Prime Minister Justin Trudeau battled to remain in power after two major scandals and a spirited challenge by the opposition Conservatives.",agentic_selected,Canada's Liberals Take Early Lead in Provincial Election Results,6.8652014e-05,5,5,4,4,5,4,Highlights early lead well but lacks full context of the scandals and opposition.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
52,55721,N61577,finance,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says",original,"To help renters, LA moving to ban 'no fault' evictions",0.00011664184,4,5,4,4,5,4,Accurate but does not directly reference 'massive rent increases'.,"[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
52,55721,N61577,finance,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says",zero_shot,Councilmember calls for action against rent increases and evictions,9.1069225e-05,4,5,4,4,5,4,Clear and focused but lacks detail on the specific type of actions proposed.,"[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
52,55721,N61577,finance,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says",optimized,Councilmember calls for action against rent increases and evictions,9.1069225e-05,4,5,4,4,5,4,Identical to zero_shot and maintains all scores.,"[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
52,55721,N61577,finance,"We simply can't allow massive rent increases and unjust evictions to happen anymore, councilmember says",agentic_selected,Councilmember Opposes Massive Rent Increases and Evictions,8.837352e-05,5,5,5,5,5,5,Directly addresses the councilmember's stance on rent increases and evictions.,"[""agentic_selected"", ""original"", ""zero_shot"", ""optimized""]",agentic_selected,optimized,gpt-4o-mini,,,,,,,
53,27278,N52246,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",original,Fosun buys Thomas Cook brand for 11 million,7.8410594e-05,5,5,4,3,5,4,"Clear and straightforward, but lacks details about bankruptcy.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
53,27278,N52246,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",zero_shot,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,9.863013e-05,5,5,5,4,5,5,"Includes financial details and context of bankruptcy, very informative.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
53,27278,N52246,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",optimized,Fosun Acquires Thomas Cook Brand for $14.2 Million Following Bankruptcy,9.863013e-05,5,5,5,4,5,5,"Identical to the zero_shot, equally informative and engaging.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
53,27278,N52246,finance,"Chinese conglomerate Fosun has snapped up the Thomas Cook brand for 11 million ($14.2 million), weeks after the renowned British travel group went bust and left hundreds of thousands of holidaymakers stranded abroad.",agentic_selected,Chinese Company Fosun Buys Thomas Cook for $14.2 Million,6.527999e-05,5,5,4,3,5,4,Includes company name and financial details but lacks bankruptcy context.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
54,12410,N34177,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,original,5 delightful doggies to adopt now in Seattle,0.99996114,5,5,4,4,5,4,The headline is engaging and clear but exaggerates the number with '5 delightful doggies.',"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
54,12410,N34177,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,zero_shot,Dogs Available for Adoption at Centers in Seattle Area,0.00016654747,5,5,5,4,5,5,"This headline is clear, specific, and maintains non-clickbait standards.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
54,12410,N34177,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,optimized,Dogs Available for Adoption at Centers in Seattle Area,0.00016654747,5,5,5,4,5,5,"Identical to the zero_shot variant, it is clear and specific.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
54,12410,N34177,news,Browse listings of dogs up for adoption at pet adoption centers in and around Seattle.,agentic_selected,Dogs Available for Adoption at Seattle Pet Centers,0.00017505184,5,5,5,4,5,5,Clearly states the subject and location while avoiding fluff.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
55,19581,N62935,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",original,The Best and Worst States to Be a Dentist,0.9989392,3,4,2,3,3,3,The headline suggests comparisons not supported by the summary.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
55,19581,N62935,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",zero_shot,Becoming a dentist is a long and costly process in health care,0.0002952391,5,5,3,4,5,4,Directly reflects the summary with clarity and solid details.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
55,19581,N62935,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",optimized,Becoming a dentist is a long and costly process in health care,0.0002952391,5,5,3,4,5,4,"Identical to zero_shot, maintaining solid performance.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
55,19581,N62935,health,"As with other jobs in the health care sector, becoming a dentist is a long, costly, and demanding endeavor.",agentic_selected,Pursuing a Career in Dentistry is Challenging and Costly,0.00016783508,5,4,3,4,5,4,"Effective but uses broader terminology, slightly lowering specificity.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
56,49179,N62590,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",original,Gilroy mom suspected of killing 2-year-old daughter allegedly told dispatcher she 'just snapped,0.9998227,5,5,4,4,5,5,Directly conveys the main claim and includes specific details.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
56,49179,N62590,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",zero_shot,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.028898757,5,5,4,4,5,5,"Accurate and clear, with good specificity about the accusation.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
56,49179,N62590,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",optimized,"Gilroy mother accused of drowning daughter says she ""just snapped"" in dispatcher call",0.028898757,5,5,4,4,5,5,Identical to zero_shot; still accurate and clear.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
56,49179,N62590,news,"A Gilroy mother suspected of drowning her 2-year-old daughter told a dispatcher she ""just snapped"" as her child gave her ""a hard time,"" according to a court document.",agentic_selected,Court Document Reveals Mother’s Disturbing Admission in Drowning Incident,0.00011406973,4,5,4,4,5,4,"While it highlights the court document, it lacks the direct connection to the mother's statement.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
57,23740,N41233,news,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,original,Debbie Wasserman Schultz defends calling Ken Cuccinelli a white supremacist,0.0072920797,5,5,5,4,5,5,Clearly states who is involved and the nature of the remarks.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
57,23740,N41233,news,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,zero_shot,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,0.00016803476,5,5,5,4,5,5,Accurately reflects the content with clear detail.,"[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
57,23740,N41233,news,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,optimized,Rep. Debbie Wasserman Schultz Defends Calling USCIS Director Cuccinelli a White Supremacist,0.00016803476,5,5,5,4,5,5,"Identical to 'zero_shot', maintains high standards.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
57,23740,N41233,news,Rep. Debbie Wasserman Schultz (D-Fla.) said she stands by her remarks from earlier this week in which she called acting U.S. Citizenship and Immigration Services (USCIS) Director Ken Cuccinelli a white supremacist.,agentic_selected,Rep. Wasserman Schultz Defends Comments on USCIS Director Cuccinelli,7.88636e-05,4,5,4,3,5,4,"Less specific about the accusation, slightly less impactful.","[""original"", ""zero_shot"", ""optimized"", ""agentic_selected""]",original,agentic_selected,gpt-4o-mini,,,,,,,
58,1165,N41526,lifestyle,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",original,11 Powerful Products That Cut Your Cleaning Time in Half,0.99997556,4,4,3,4,4,3,"While it mentions cleaning products effectively, it implies specific results without alluding to the gentle nature of the products.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
58,1165,N41526,lifestyle,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",zero_shot,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,0.0002044584,5,5,4,4,5,5,"Clearly states effectiveness while highlighting the avoidance of harsh chemicals, fully capturing the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
58,1165,N41526,lifestyle,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",optimized,Effective Cleaning Products That Save Time and Avoid Harsh Chemicals,0.0002044584,5,5,4,4,5,5,"Identical to zero_shot, it effectively communicates the essential features of the products.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
58,1165,N41526,lifestyle,"Save time without sacrificing cleanliness at home with these mighty cleaning products. No stain, scum, or smell can handle the battle against them. As an added bonus, many of the products on the list are free of harsh chemicals and scents.",agentic_selected,Mighty Cleaning Solutions Free of Harsh Chemicals and Scents,0.0021701513,5,5,5,4,5,5,"Addresses both effectiveness and gentleness of products, aligning closely with the summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
59,56149,N34019,health,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",original,Patient dies in ER at WellSpan York Hospital what we know now,0.000167963,3,4,3,4,3,3,Includes specific location but lacks context about the tragedy.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
59,56149,N34019,health,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",zero_shot,"Details are limited following patient tragedy, name withheld",0.00012110782,4,4,3,3,4,4,Accurately reflects the situation with a focus on name withholding.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
59,56149,N34019,health,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",optimized,"Details are limited following patient tragedy, name withheld",0.00012110782,4,4,3,3,4,4,"Matches zero_shot headline, maintaining clarity and focus.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
59,56149,N34019,health,"The name of the patient has not been released, and there's no clear answer as to how this tragedy happened, but here's a breakdown of what we do know.",agentic_selected,Details Emerge Surrounding Patient's Tragic Health Incident,0.00016322205,3,3,2,3,3,3,"Uses vague language like 'Details Emerge,' lacking specificity.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
60,18192,N45306,news,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.",original,"Toxic PCBs linger in schools; EPA, lawmakers fail to act",9.006138e-05,2,3,2,2,4,2,Doesn't mention the fire incident specifically and focuses on broader issue.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
60,18192,N45306,news,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.",zero_shot,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,0.00012898463,5,5,5,4,5,5,Directly describes the event with clarity and detail.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
60,18192,N45306,news,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.",optimized,Sky Valley Education Center teachers evacuate students after fluorescent lights catch fire,0.00012898463,5,5,5,4,5,5,"Identical to zero_shot, maintains high quality across all dimensions.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
60,18192,N45306,news,"At first, teachers at Sky Valley Education Center simply evacuated students and used fans to clear the air when the fluorescent lights caught fire or smoked with noxious fumes.",agentic_selected,Teachers Evacuate Students After Fluorescent Lights Catch Fire,0.00018791761,5,5,5,4,5,5,Effective and clear headline directly communicating the incident.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
61,39254,N34443,foodanddrink,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",original,San Francisco chefs find nostalgia in Japanese milk bread,0.0007083049,4,5,4,4,5,4,"Highlights the nostalgia of chefs, but lacks mention of the sourdough context.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
61,39254,N34443,foodanddrink,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",zero_shot,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,0.0003422419,5,5,5,5,5,5,Accurately reflects the chefs' embrace of milk bread within the sourdough culture.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
61,39254,N34443,foodanddrink,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",optimized,San Francisco Chefs Embrace Milk Bread Amid Sourdough Tradition,0.0003422419,5,5,5,5,5,5,"Same as zero_shot, effectively communicates the essence of the summary.","[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
61,39254,N34443,foodanddrink,"In the land of sourdough, heavy loaves of dense Tartine Bakery bread and naturally fermented everything, milk bread might seem like a surprising choice for San Francisco chefs. But they love it. ""I think white bread is kind of taboo in the Bay Area food scene,"" said Anthony Strong, chef-owner of Prairie in the Mission. ""I feel a little guilty eating it sometimes. This isn't some sort of heirloom flour that was milled down the street."" Japanese...",agentic_selected,Milk Bread Gains Popularity Among Bay Area Chefs,0.00010223042,4,5,4,4,5,4,Indicates popularity but omits detail about the sourdough tradition.,"[""zero_shot"", ""optimized"", ""original"", ""agentic_selected""]",zero_shot,agentic_selected,gpt-4o-mini,,,,,,,
62,8229,N60446,news,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",original,More fetal remains connected to dead abortion doctor found in Illinois,0.000105514264,4,4,3,3,4,3,"The headline is clear and conveys the connection with the doctor, but lacks specificity on the number found.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
62,8229,N60446,news,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",zero_shot,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,0.00012283858,5,5,5,4,5,5,"This headline is precise, clear, and retains full relevance to the news summary.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
62,8229,N60446,news,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",optimized,Authorities discover additional preserved fetuses at Dr. Ulrich Klopfer's home,0.00012283858,5,5,5,4,5,5,Identical to zero_shot and accurately describes the new findings.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
62,8229,N60446,news,"After Dr. Ulrich Klopfer died in September his family found 2,246 preserved fetuses at his home in Illinois. Authorities have now found more.",agentic_selected,"Family Finds 2,246 Preserved Fetuses After Dr. Klopfer's Death",0.00019093238,4,4,4,3,4,4,"While it mentions the number of fetuses, it lacks mention of the additional discoveries.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
63,20001,N59327,foodanddrink,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,original,30 Vintage Christmas Desserts Inspired by Grandma,0.9999771,5,5,5,4,5,4,"Accurately reflects the content, clear, specific, and attractive.","[""zero_shot"", ""agentic_selected"", ""original"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
63,20001,N59327,foodanddrink,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,zero_shot,30 Vintage Christmas Desserts Inspired by Grandma for Your Holiday Feast,0.99997807,5,5,5,5,5,5,"Enhances clarity and relevance for the holiday, fully faithful and specific.","[""zero_shot"", ""agentic_selected"", ""original"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
63,20001,N59327,foodanddrink,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,optimized,Vintage Christmas Desserts Featured in Taste of Home Article,0.99971133,4,4,3,3,5,3,"Less about grandma's influence, more general; lacks a strong hook.","[""zero_shot"", ""agentic_selected"", ""original"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
63,20001,N59327,foodanddrink,Dust off your grandma's cookbook and make one of these vintage Christmas desserts for your holiday feast. The post 30 Vintage Christmas Desserts Inspired by Grandma appeared first on Taste of Home.,agentic_selected,Make Classic Christmas Desserts Inspired by Grandma's Recipes,0.9999684,5,5,4,5,5,5,Engaging and specific while maintaining a clear reference to grandma's recipes.,"[""zero_shot"", ""agentic_selected"", ""original"", ""optimized""]",zero_shot,optimized,gpt-4o-mini,,,,,,,
64,8097,N22702,lifestyle,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",original,Fire damages St. Bernadette Catholic School in south Seattle,8.314731e-05,5,5,4,4,5,4,"Informative and straightforward, but less specific about class cancellations.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
64,8097,N22702,lifestyle,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",zero_shot,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,0.00014826283,5,5,5,5,5,5,"Clearly describes the fire's impact on classes, engaging and specific.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
64,8097,N22702,lifestyle,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",optimized,St. Bernadette Catholic School Cancels Classes After Overnight Fire Damage,0.00014826283,5,5,5,5,5,5,Identical to zero_shot and equally effective in conveying the story.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
64,8097,N22702,lifestyle,"A school in south Seattle had to cancel some classes after someone allegedly set fire to one of their buildings. St. Bernadette Catholic School on SW 128th Street in White Center released a statement Thursday, saying a fire caused major damage to their primary building, which houses the pre-school to third-grade classrooms. It happened overnight Wednesday into Thursday morning. School leaders said cleaners are working around the clock and...",agentic_selected,St. Bernadette Catholic School Cancels Classes After Fire Damage,0.00010733789,5,5,5,5,5,5,Effectively communicates the fire's impact on classes without unnecessary embellishments.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
65,35802,N6418,travel,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",original,Senior Santa a great way to help area's elderly,0.86702746,3,4,3,3,4,3,The headline is somewhat vague and lacks detail about the program and its purpose.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
65,35802,N6418,travel,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",zero_shot,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,0.0008732387,5,5,5,4,5,5,Well-rounded and provides clear details about the volunteers and the program's goal.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
65,35802,N6418,travel,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",optimized,Volunteers Spread Holiday Cheer to Seniors Through Senior Santa Program in Brevard County,0.0008732387,5,5,5,4,5,5,"Identical to zero_shot with no apparent differences, effectively conveying the message.","[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
65,35802,N6418,travel,"Every year, volunteers bring holiday cheer to seniors in long-term care facilities as part of the Brevard County TRIAD's Senior Santa program.",agentic_selected,Brevard County TRIAD's Senior Santa Brings Cheer to Seniors,0.00015828326,4,5,4,4,5,4,Good clarity and specificity but slightly less effective than zero_shot due to wording.,"[""zero_shot"", ""optimized"", ""agentic_selected"", ""original""]",zero_shot,original,gpt-4o-mini,,,,,,,
